,Timestamp [s],Kalman speed (Original) [m/s],Pressure [hPa],Temperature [°C],Acceleration X [g],Acceleration Y [g],Acceleration Z [g],Rotation X [rad/s],Rotation Y [rad/s],Rotation Z [rad/s]
,1569.242,0.758,851.00,27.700001,0.058,-0.041,1.022,0.000,0.000,0.000
,1569.302,0.758,851.00,27.700001,0.058,-0.05,1.022,-0.001,0.000,0.000
,1569.362,0.735,851.00,27.700001,0.046,-0.048,1.02,-0.001,0.000,0.000
,1569.392,0.735,851.00,27.84,0.046,-0.048,1.02,-0.001,0.000,0.000
,1569.422,0.735,851.00,27.84,0.031,-0.042,1.017,0.000,0.000,0.000
,1569.482,0.7,851.00,27.700001,0.046,-0.048,1.029,-0.002,0.000,-0.001
,1569.572,0.679,851.00,27.700001,0.046,-0.035,1.021,0.000,0.000,0.000
,1569.632,0.679,851.00,27.700001,0.06,-0.048,1.029,0.000,-0.001,0.000
,1569.722,0.712,851.00,27.700001,0.046,-0.043,1.021,0.000,-0.001,0.000
,1569.782,0.745,851.00,27.700001,0.06,-0.048,1.022,0.000,0.000,-0.001
,1569.872,0.773,851.00,27.700001,0.06,-0.041,1.02,0.000,0.000,-0.001
,1569.932,0.773,851.00,27.84,0.031,-0.048,1.021,0.000,0.000,0.000
,1569.992,0.801,851.00,27.700001,0.062,-0.037,1.015,0.000,0.000,0.000
,1570.022,0.801,851.00,27.700001,0.045,-0.048,1.015,0.000,0.000,0.000
,1570.052,0.766,851.00,27.700001,0.045,-0.048,1.022,0.000,0.000,0.000
,1570.112,0.766,851.00,27.700001,0.06,-0.037,1.015,0.000,-0.003,0.000
,1570.202,0.723,851.00,27.690001,0.062,-0.037,1.027,0.000,0.000,0.000
,1570.262,0.682,851.00,27.690001,0.06,-0.042,1.011,-0.001,0.000,0.000
,1570.352,0.644,851.00,27.68,0.062,-0.048,1.013,-0.001,-0.001,0.000
,1570.412,0.644,851.00,27.690001,0.06,-0.035,1.021,-0.002,0.000,0.000
,1570.502,0.677,851.00,27.82,0.06,-0.048,1.029,-0.002,0.000,0.000
,1570.562,0.698,851.00,27.68,0.047,-0.035,1.02,0.000,0.000,0.000
,1570.622,0.698,851.00,27.82,0.046,-0.042,1.031,0.000,0.000,0.000
,1570.652,0.737,851.00,27.82,0.031,-0.048,1.023,0.000,0.000,-0.002
,1570.682,0.737,851.00,27.82,0.031,-0.048,1.023,0.000,0.000,-0.002
,1570.742,0.737,851.00,27.82,0.046,-0.043,1.029,0.000,0.000,0.000
,1570.802,0.711,851.00,27.82,0.029,-0.048,1.013,0.000,0.000,0.000
,1570.862,0.711,851.00,27.68,0.062,-0.05,1.019,-0.001,-0.002,0.000
,1570.922,0.672,851.00,27.82,0.06,-0.048,1.013,0.000,0.000,0.000
,1570.952,0.672,851.00,27.82,0.031,-0.048,1.019,-0.001,0.000,0.000
,1570.982,0.64,851.00,27.67,0.031,-0.048,1.019,-0.001,0.000,0.000
,1571.042,0.64,851.00,27.67,0.045,-0.041,1.029,-0.001,0.000,0.000
,1571.132,0.619,851.00,27.67,0.031,-0.048,1.02,0.000,-0.002,0.000
,1571.192,0.653,851.00,27.67,0.062,-0.048,1.021,-0.001,0.000,0.000
,1571.252,0.653,851.00,27.67,0.058,-0.037,1.031,-0.002,0.001,0.000
,1571.282,0.696,851.00,27.82,0.06,-0.041,1.013,0.000,0.000,0.000
,1571.312,0.696,851.00,27.67,0.06,-0.041,1.013,0.000,0.000,0.000
,1571.372,0.717,851.00,27.67,0.033,-0.042,1.022,-0.001,-0.001,0.000
,1571.462,0.677,851.00,27.67,0.031,-0.037,1.013,-0.001,0.000,-0.002
,1571.522,0.677,851.00,27.67,0.031,-0.043,1.02,0.000,-0.001,0.000
,1571.612,0.646,851.00,27.67,0.045,-0.048,1.022,0.000,0.000,0.000
,1571.672,0.618,851.00,27.66,0.06,-0.046,1.02,0.000,0.000,0.000
,1571.732,0.618,851.00,27.67,0.06,-0.037,1.029,-0.001,-0.002,0.000
,1571.762,0.599,851.00,27.83,0.033,-0.048,1.022,-0.002,-0.001,0.000
,1571.792,0.599,851.00,27.67,0.033,-0.048,1.022,-0.002,-0.001,0.000
,1571.852,0.635,851.00,27.67,0.031,-0.037,1.021,0.000,0.000,0.000
,1571.942,0.635,851.00,27.82,0.062,-0.042,1.027,0.000,0.000,0.000
,1572.002,0.674,851.00,27.82,0.029,-0.048,1.013,-0.001,0.000,0.000
,1572.092,0.698,851.00,27.82,0.058,-0.037,1.027,0.000,0.000,0.000
,1572.152,0.698,851.00,27.66,0.031,-0.041,1.029,0.000,0.000,0.000
,1572.212,0.676,851.00,27.82,0.044,-0.042,1.02,0.000,0.000,0.000
,1572.242,0.676,851.00,27.66,0.033,-0.042,1.013,0.000,0.000,0.000
,1572.272,0.639,851.00,27.83,0.033,-0.042,1.013,0.000,0.000,0.000
,1572.332,0.639,851.00,27.67,0.06,-0.041,1.013,0.000,-0.002,0.000
,1572.392,0.604,851.00,27.66,0.045,-0.037,1.021,0.000,0.000,0.000
,1572.452,0.584,851.00,27.65,0.045,-0.037,1.027,0.000,0.000,0.000
,1572.512,0.584,851.00,27.65,0.046,-0.042,1.021,0.000,-0.002,0.000
,1572.542,0.611,851.00,27.65,0.06,-0.041,1.011,-0.002,0.000,0.000
,1572.572,0.611,851.00,27.65,0.046,-0.048,1.029,0.000,0.000,0.000
,1572.632,0.611,851.00,27.65,0.06,-0.048,1.029,-0.001,0.000,0.000
,1572.722,0.654,851.00,27.65,0.06,-0.046,1.029,0.000,0.000,-0.001
,1572.782,0.695,851.00,27.66,0.062,-0.048,1.029,0.000,0.000,0.000
,1572.842,0.72,851.00,27.65,0.033,-0.037,1.015,-0.001,0.000,0.000
,1572.872,0.72,851.00,27.65,0.046,-0.046,1.015,0.000,-0.002,0.000
,1572.902,0.72,851.00,27.65,0.031,-0.048,1.027,0.000,-0.001,0.000
,1572.962,0.694,851.00,27.66,0.031,-0.037,1.029,0.000,0.000,0.000
,1573.052,0.669,851.00,27.66,0.031,-0.037,1.021,-0.003,0.000,0.000
,1573.112,0.669,851.00,27.65,0.033,-0.048,1.015,0.000,0.000,0.000
,1573.202,0.64,851.00,27.65,0.045,-0.05,1.02,-0.001,0.000,0.000
,1573.262,0.684,851.00,27.66,0.058,-0.048,1.031,-0.001,0.000,-0.001
,1573.352,0.684,851.00,27.83,0.044,-0.042,1.013,-0.001,-0.001,0.000
,1573.412,0.709,851.00,27.65,0.046,-0.037,1.027,0.000,0.000,0.000
,1573.472,0.739,851.00,27.65,0.06,-0.037,1.022,-0.001,0.000,0.000
,1573.502,0.739,851.00,27.65,0.06,-0.037,1.022,-0.001,-0.001,0.000
,1573.532,0.739,851.00,27.65,0.06,-0.046,1.029,0.000,-0.001,-0.001
,1573.592,0.775,851.00,27.65,0.046,-0.041,1.023,0.000,0.000,0.000
,1573.682,0.748,851.00,27.66,0.058,-0.046,1.022,0.000,0.000,-0.001
,1573.742,0.725,851.00,27.83,0.033,-0.05,1.031,0.000,0.000,0.000
,1573.832,0.725,851.00,27.66,0.031,-0.048,1.015,-0.001,-0.002,0.000
,1573.892,0.689,851.00,27.65,0.056,-0.054,1.027,-0.001,0.000,0.000
,1573.982,0.66,851.00,27.639999,0.06,-0.042,1.029,0.000,-0.001,-0.002
,1574.042,0.701,851.00,27.65,0.045,-0.042,1.029,0.000,0.000,0.000
,1574.102,0.701,851.00,27.83,0.044,-0.042,1.021,0.000,0.000,0.000
,1574.222,0.733,851.00,27.65,0.06,-0.048,1.015,0.000,0.000,0.000
,1574.312,0.763,851.00,27.65,0.031,-0.048,1.031,0.000,-0.001,0.000
,1574.372,0.729,851.00,27.65,0.031,-0.041,1.021,-0.001,0.000,0.000
,1574.462,0.704,851.00,27.639999,0.06,-0.046,1.027,-0.001,0.000,0.000
,1574.522,0.704,851.00,27.639999,0.045,-0.048,1.027,0.000,0.000,0.000
,1574.582,0.676,851.00,27.65,0.058,-0.048,1.021,0.000,0.000,-0.001
,1574.612,0.676,851.00,27.83,0.058,-0.048,1.021,0.000,0.000,-0.001
,1574.642,0.676,851.00,27.83,0.046,-0.041,1.02,-0.002,0.000,0.000
,1574.702,0.646,851.00,27.65,0.045,-0.048,1.022,0.000,-0.001,0.000
,1574.792,0.687,851.00,27.83,0.058,-0.037,1.013,0.000,0.000,0.000
,1574.852,0.726,851.00,27.65,0.033,-0.037,1.027,0.000,-0.002,0.000
,1574.942,0.756,851.00,27.83,0.058,-0.043,1.02,0.000,0.000,0.000
,1575.002,0.756,851.00,27.65,0.058,-0.046,1.033,0.000,0.000,0.000
,1575.092,0.729,851.00,27.639999,0.045,-0.05,1.013,0.000,0.000,0.000
,1575.152,0.693,851.00,27.639999,0.06,-0.041,1.02,0.000,0.000,-0.001
,1575.212,0.693,851.00,27.65,0.031,-0.037,1.013,0.000,-0.002,0.000
,1575.242,0.656,851.00,27.83,0.031,-0.037,1.013,0.000,-0.002,0.000
,1575.272,0.656,851.00,27.83,0.029,-0.043,1.021,0.000,0.000,0.000
,1575.332,0.656,851.00,27.65,0.06,-0.041,1.015,0.000,0.000,0.000
,1575.422,0.623,851.00,27.65,0.047,-0.042,1.023,-0.001,-0.001,0.000
,1575.482,0.661,851.00,27.65,0.031,-0.046,1.021,0.000,0.000,0.000
,1575.572,0.696,851.00,27.65,0.06,-0.041,1.023,0.000,0.000,0.000
,1575.632,0.696,851.00,27.84,0.033,-0.048,1.029,0.000,0.000,0.000
,1575.692,0.736,851.00,27.65,0.044,-0.037,1.029,0.000,0.000,-0.001
,1575.722,0.736,851.00,27.65,0.044,-0.037,1.029,0.000,0.000,-0.001
,1575.752,0.696,851.00,27.65,0.06,-0.037,1.013,-0.001,0.000,0.000
,1575.812,0.696,851.00,27.65,0.031,-0.05,1.029,-0.001,0.000,0.001
,1575.902,0.674,851.00,27.65,0.06,-0.046,1.029,-0.001,-0.001,0.000
,1575.962,0.646,851.00,27.83,0.06,-0.037,1.021,0.000,0.000,0.000
,1576.052,0.611,851.00,27.65,0.06,-0.048,1.013,-0.001,0.000,0.000
,1576.112,0.611,851.00,27.65,0.06,-0.046,1.033,0.000,0.000,0.000
,1576.202,0.66,851.00,27.65,0.058,-0.048,1.015,0.000,0.000,0.000
,1576.262,0.702,851.00,27.65,0.06,-0.048,1.029,-0.001,0.000,0.000
,1576.322,0.702,851.00,27.66,0.045,-0.042,1.031,0.000,0.000,0.000
,1576.352,0.745,851.00,27.83,0.06,-0.042,1.022,0.000,-0.002,0.000
,1576.382,0.745,851.00,27.66,0.06,-0.042,1.022,0.000,-0.002,0.000
,1576.442,0.745,851.00,27.66,0.062,-0.048,1.029,-0.001,-0.002,0.000
,1576.532,0.707,851.00,27.66,0.033,-0.037,1.015,0.000,0.000,0.000
,1576.682,0.634,851.00,27.83,0.062,-0.043,1.027,0.000,0.000,0.000
,1576.742,0.634,851.00,27.83,0.06,-0.041,1.021,0.000,-0.002,0.000
,1576.832,0.607,851.00,27.67,0.046,-0.041,1.02,-0.001,0.000,0.000
,1576.892,0.644,851.00,27.66,0.031,-0.042,1.013,0.000,-0.001,0.000
,1576.952,0.687,851.00,27.66,0.06,-0.042,1.029,-0.001,-0.001,0.000
,1576.982,0.687,851.00,27.66,0.031,-0.046,1.029,-0.001,0.000,0.000
,1577.012,0.687,851.00,27.83,0.031,-0.046,1.029,-0.001,0.000,0.000
,1577.072,0.719,851.00,27.83,0.045,-0.048,1.015,-0.001,0.000,-0.002
,1577.162,0.751,851.00,27.66,0.046,-0.041,1.022,0.000,-0.001,0.000
,1577.222,0.751,851.00,27.83,0.045,-0.041,1.021,-0.001,-0.001,0.000
,1577.312,0.718,851.00,27.66,0.046,-0.042,1.011,-0.001,-0.001,0.000
,1577.372,0.677,851.00,27.83,0.044,-0.037,1.023,0.000,0.001,-0.001
,1577.432,0.677,851.00,27.66,0.06,-0.046,1.021,-0.002,0.000,0.000
,1577.462,0.647,851.00,27.67,0.031,-0.048,1.021,0.000,0.000,0.000
,1577.492,0.647,851.00,27.83,0.031,-0.042,1.015,0.000,-0.001,0.000
,1577.552,0.676,851.00,27.83,0.046,-0.037,1.02,0.000,0.000,0.000
,1577.642,0.676,851.00,27.66,0.06,-0.041,1.02,-0.001,0.000,0.000
,1577.702,0.698,851.00,27.83,0.06,-0.05,1.029,0.000,0.000,0.000
,1577.792,0.721,851.00,27.66,0.029,-0.043,1.031,0.000,-0.001,0.000
,1577.852,0.742,851.00,27.84,0.046,-0.048,1.013,0.000,0.000,0.000
,1577.942,0.742,851.00,27.67,0.044,-0.042,1.013,0.000,-0.002,0.000
,1578.002,0.698,851.00,27.67,0.031,-0.042,1.029,0.000,0.000,0.000
,1578.062,0.673,851.00,27.67,0.031,-0.048,1.029,0.000,-0.002,0.000
,1578.092,0.673,851.00,27.67,0.06,-0.048,1.023,0.000,0.000,0.000
,1578.122,0.673,851.00,27.67,0.06,-0.048,1.031,0.000,0.000,0.000
,1578.182,0.651,851.00,27.66,0.046,-0.041,1.013,0.000,0.000,0.000
,1578.272,0.62,851.00,27.67,0.06,-0.035,1.029,0.000,0.000,0.000
,1578.332,0.62,851.00,27.67,0.046,-0.037,1.022,0.000,0.000,0.000
,1578.422,0.656,851.00,27.67,0.046,-0.05,1.029,-0.002,-0.001,0.000
,1578.482,0.696,851.00,27.66,0.029,-0.037,1.022,-0.001,0.000,0.000
,1578.542,0.727,851.00,27.67,0.045,-0.037,1.022,0.000,0.000,0.000
,1578.572,0.727,851.00,27.67,0.06,-0.046,1.027,-0.002,0.000,0.000
,1578.602,0.727,851.00,27.67,0.062,-0.041,1.021,0.000,-0.001,0.000
,1578.662,0.694,851.00,27.67,0.06,-0.046,1.02,0.000,0.000,0.000
,1578.752,0.658,851.00,27.67,0.046,-0.041,1.021,0.000,0.000,0.000
,1578.812,0.658,850.0,27.83,0.046,-0.041,1.023,0.000,0.000,0.000
,1578.902,0.63,851.00,27.67,0.045,-0.035,1.029,0.000,0.000,0.000
,1578.962,0.61,851.00,27.67,0.058,-0.042,1.029,0.000,0.000,0.000
,1579.112,0.654,851.00,27.67,0.044,-0.042,1.015,0.000,0.000,-0.001
,1579.172,0.689,851.00,27.67,0.033,-0.042,1.022,-0.001,0.000,0.000
,1579.202,0.689,851.00,27.67,0.044,-0.048,1.029,0.000,0.000,-0.002
,1579.232,0.689,851.00,27.83,0.06,-0.035,1.029,-0.001,0.000,0.000
,1579.292,0.729,851.00,27.67,0.031,-0.048,1.027,0.000,0.000,0.000
,1579.382,0.697,851.00,27.67,0.045,-0.041,1.021,-0.002,0.000,0.000
,1579.442,0.668,851.00,27.67,0.046,-0.041,1.022,-0.001,0.000,-0.001
,1579.532,0.668,851.00,27.67,0.058,-0.037,1.029,-0.001,0.000,0.000
,1579.592,0.648,851.00,27.68,0.044,-0.048,1.015,0.000,0.000,0.000
,1579.682,0.615,851.00,27.68,0.044,-0.048,1.021,-0.001,0.000,0.000
,1579.742,0.646,851.00,27.84,0.031,-0.037,1.015,-0.001,0.000,0.000
,1579.802,0.646,851.00,27.68,0.044,-0.048,1.027,0.000,0.000,0.000
,1579.832,0.646,851.00,27.67,0.044,-0.048,1.027,0.000,0.000,0.000
,1579.862,0.687,851.00,27.67,0.031,-0.041,1.013,0.000,0.000,0.000
,1580.012,0.729,851.00,27.84,0.058,-0.046,1.029,0.000,0.000,-0.001
,1580.072,0.706,851.00,27.84,0.06,-0.041,1.029,0.000,-0.001,-0.001
,1580.132,0.706,851.00,27.68,0.044,-0.041,1.02,0.000,0.000,-0.002
,1580.192,0.675,851.00,27.84,0.06,-0.048,1.013,0.000,0.000,0.000
,1580.252,0.649,851.00,27.84,0.058,-0.048,1.022,0.000,0.000,0.000
,1580.342,0.649,851.00,27.83,0.062,-0.046,1.021,0.000,0.000,0.000
,1580.402,0.622,851.00,27.83,0.06,-0.037,1.017,0.000,0.000,0.000
,1580.492,0.656,851.00,27.68,0.062,-0.048,1.027,0.000,0.000,0.000
,1580.552,0.699,851.00,27.83,0.045,-0.041,1.029,0.000,0.000,-0.002
,1580.642,0.726,851.00,27.84,0.06,-0.048,1.015,0.000,0.000,0.000
,1580.702,0.726,851.00,27.68,0.029,-0.044,1.027,-0.001,0.000,0.000
,1580.762,0.757,851.00,27.68,0.06,-0.035,1.015,0.000,-0.001,0.000
,1580.822,0.757,851.00,27.68,0.06,-0.041,1.031,-0.001,0.000,0.000
,1580.882,0.734,851.00,27.68,0.06,-0.035,1.015,0.000,0.000,0.000
,1580.972,0.703,851.00,27.84,0.045,-0.048,1.021,0.000,0.000,0.000
,1581.032,0.703,851.00,27.83,0.033,-0.037,1.029,0.000,0.000,-0.001
,1581.122,0.681,851.00,27.68,0.044,-0.037,1.022,0.000,0.000,0.000
,1581.182,0.717,851.00,27.68,0.045,-0.037,1.029,0.000,0.000,0.000
,1581.242,0.717,851.00,27.68,0.045,-0.037,1.02,-0.001,-0.003,0.000
,1581.302,0.759,851.00,27.84,0.031,-0.037,1.029,0.000,0.000,-0.001
,1581.362,0.79,851.00,27.690001,0.062,-0.041,1.022,0.000,0.000,0.000
,1581.392,0.79,851.00,27.84,0.06,-0.037,1.022,0.000,0.000,0.000
,1581.422,0.79,851.00,27.68,0.06,-0.037,1.022,0.000,0.000,0.000
,1581.482,0.819,851.00,27.530001,0.046,-0.042,1.027,-0.001,0.000,0.000
,1581.542,0.819,851.00,27.84,0.031,-0.037,1.031,-0.001,0.000,-0.002
,1581.572,0.793,851.00,27.690001,0.06,-0.046,1.025,0.000,0.000,-0.002
,1581.602,0.793,851.00,27.690001,0.06,-0.046,1.025,0.000,0.000,0.000
,1581.662,0.76,851.00,27.68,0.029,-0.037,1.022,-0.001,0.000,0.000
,1581.752,0.72,851.00,27.68,0.031,-0.037,1.013,0.000,0.000,0.000
,1581.812,0.72,851.00,27.68,0.06,-0.048,1.029,0.000,0.000,0.000
,1581.872,0.698,851.00,27.68,0.031,-0.041,1.029,0.000,-0.002,-0.001
,1581.932,0.698,851.00,27.68,0.031,-0.041,1.029,0.000,-0.001,0.000
,1581.992,0.739,851.00,27.690001,0.058,-0.046,1.031,0.000,-0.001,0.000
,1582.082,0.776,851.00,27.690001,0.06,-0.048,1.033,-0.001,-0.001,0.000
,1582.142,0.797,851.00,27.83,0.031,-0.042,1.013,-0.001,0.000,0.000
,1582.232,0.77,851.00,27.68,0.062,-0.046,1.027,-0.001,0.000,0.000
,1582.382,0.745,851.00,27.690001,0.045,-0.037,1.029,0.000,0.000,0.000
,1582.442,0.745,851.00,27.68,0.047,-0.041,1.031,-0.001,0.000,-0.001
,1582.532,0.707,851.00,27.690001,0.031,-0.041,1.019,0.000,0.000,-0.002
,1582.592,0.679,851.00,27.84,0.029,-0.037,1.013,0.000,-0.001,0.000
,1582.652,0.679,851.00,27.690001,0.06,-0.048,1.029,0.000,0.000,-0.001
,1582.682,0.721,851.00,27.83,0.062,-0.042,1.027,0.000,0.000,0.000
,1582.712,0.721,851.00,27.690001,0.062,-0.042,1.027,0.000,0.000,0.000
,1582.772,0.763,851.00,27.549999,0.031,-0.037,1.029,0.000,0.000,0.000
,1582.862,0.793,851.00,27.559999,0.046,-0.042,1.021,0.000,-0.001,0.000
,1582.922,0.793,851.00,27.700001,0.047,-0.037,1.022,-0.001,-0.001,0.000
,1583.012,0.762,851.00,27.690001,0.031,-0.048,1.015,0.000,-0.002,0.000
,1583.072,0.726,851.00,27.559999,0.06,-0.048,1.029,0.000,0.000,0.000
,1583.132,0.726,851.00,27.559999,0.062,-0.037,1.022,-0.001,-0.002,0.000
,1583.162,0.698,851.00,27.690001,0.06,-0.037,1.031,-0.001,0.000,0.000
,1583.192,0.698,851.00,27.690001,0.06,-0.037,1.031,-0.001,0.000,0.000
,1583.252,0.677,851.00,27.549999,0.031,-0.041,1.027,0.000,-0.001,0.000
,1583.342,0.718,851.00,27.690001,0.045,-0.042,1.027,-0.001,-0.001,-0.001
,1583.402,0.718,851.00,27.690001,0.044,-0.042,1.015,0.000,0.000,0.000
,1583.492,0.744,851.00,27.690001,0.06,-0.05,1.011,0.000,0.000,0.000
,1583.552,0.784,851.00,27.559999,0.045,-0.041,1.029,0.000,0.000,0.000
,1583.642,0.784,851.00,27.700001,0.06,-0.042,1.013,-0.001,0.000,0.000
,1583.702,0.759,851.00,27.559999,0.06,-0.042,1.015,0.000,0.000,0.000
,1583.762,0.723,851.00,27.559999,0.045,-0.041,1.029,0.000,-0.001,0.000
,1583.792,0.723,851.00,27.559999,0.033,-0.041,1.015,-0.001,0.000,0.001
,1583.822,0.723,851.00,27.690001,0.033,-0.041,1.015,-0.001,0.000,0.001
,1583.882,0.696,851.00,27.700001,0.06,-0.037,1.015,0.000,0.000,0.000
,1583.972,0.669,851.00,27.559999,0.06,-0.041,1.015,0.000,-0.002,0.000
,1584.032,0.669,851.00,27.700001,0.033,-0.05,1.013,0.000,-0.001,0.000
,1584.122,0.696,850.0,27.57,0.045,-0.042,1.022,-0.001,0.000,0.000
,1584.182,0.802,851.00,27.700001,0.029,-0.048,1.022,0.000,0.000,0.000
,1584.272,0.831,851.00,27.700001,0.031,-0.041,1.015,-0.001,-0.001,0.000
,1584.332,0.831,851.00,27.84,0.044,-0.041,1.031,0.000,-0.001,-0.001
,1584.392,0.865,851.00,27.700001,0.044,-0.046,1.013,0.000,-0.001,0.000
,1584.422,0.865,851.00,27.700001,0.029,-0.048,1.027,0.000,-0.001,0.000
,1584.452,0.834,851.00,27.700001,0.029,-0.048,1.027,0.000,-0.001,0.000
,1584.512,0.834,851.00,27.709999,0.062,-0.037,1.021,0.000,0.000,0.000
,1584.602,0.798,851.00,27.559999,0.06,-0.048,1.029,0.000,0.000,0.000
,1584.662,0.772,851.00,27.57,0.031,-0.048,1.013,0.000,0.000,-0.001
,1584.752,0.74,851.00,27.84,0.046,-0.04,1.02,0.000,0.000,-0.001
,1584.812,0.74,851.00,27.58,0.062,-0.037,1.021,0.000,0.000,-0.001
,1584.902,0.771,851.00,27.57,0.045,-0.037,1.022,0.000,0.000,0.000
,1584.962,0.791,851.00,27.57,0.033,-0.035,1.013,-0.001,0.000,0.000
,1585.022,0.791,851.00,27.57,0.045,-0.041,1.021,0.000,0.000,0.000
,1585.052,0.818,851.00,27.57,0.045,-0.041,1.021,0.000,0.000,0.000
,1585.082,0.818,851.00,27.58,0.031,-0.041,1.021,-0.001,-0.002,0.000
,1585.142,0.818,851.00,27.84,0.06,-0.048,1.029,0.000,0.000,0.000
,1585.232,0.789,851.00,27.700001,0.06,-0.048,1.029,-0.002,-0.001,0.000
,1585.292,0.763,851.00,27.58,0.06,-0.048,1.015,-0.001,0.000,0.000
,1585.382,0.738,851.00,27.700001,0.033,-0.046,1.031,0.000,-0.001,0.000
,1585.442,0.699,851.00,27.84,0.046,-0.05,1.013,0.000,0.000,0.000
,1585.502,0.699,851.00,27.58,0.045,-0.048,1.017,0.000,-0.002,0.000
,1585.532,0.727,851.00,27.58,0.045,-0.048,1.017,-0.002,0.000,0.000
,1585.562,0.727,851.00,27.58,0.06,-0.037,1.015,0.000,0.000,0.000
,1585.622,0.727,851.00,27.84,0.06,-0.035,1.027,-0.001,0.000,0.000
,1585.712,0.763,850.0,27.58,0.062,-0.042,1.031,0.000,0.000,0.000
,1585.772,0.875,850.0,27.58,0.06,-0.037,1.022,0.000,0.000,0.000
,1585.862,0.909,850.0,27.58,0.062,-0.041,1.021,0.000,0.000,0.000
,1585.922,0.909,851.00,27.709999,0.033,-0.041,1.021,-0.002,-0.002,0.000
,1585.982,0.867,851.00,27.84,0.046,-0.041,1.029,-0.002,0.000,-0.001
,1586.012,0.867,851.00,27.84,0.046,-0.041,1.029,-0.002,0.000,-0.001
,1586.042,0.867,851.00,27.84,0.062,-0.048,1.029,-0.001,0.000,0.000
,1586.102,0.835,851.00,27.58,0.06,-0.046,1.021,0.000,0.000,0.000
,1586.192,0.87,851.00,27.58,0.062,-0.046,1.021,-0.001,0.000,-0.002
,1586.252,0.891,851.00,27.709999,0.046,-0.048,1.021,-0.002,0.000,-0.001
,1586.342,0.917,851.00,27.59,0.033,-0.042,1.027,0.000,0.000,0.000
,1586.402,0.917,851.00,27.59,0.046,-0.048,1.031,-0.001,0.000,0.000
,1586.492,0.933,851.00,27.59,0.062,-0.046,1.011,-0.001,-0.001,0.000
,1586.552,0.887,851.00,27.709999,0.06,-0.048,1.02,0.000,0.000,-0.001
,1586.612,0.887,851.00,27.709999,0.044,-0.037,1.013,0.000,0.000,0.000
,1586.642,0.835,851.00,27.709999,0.044,-0.037,1.013,0.000,0.000,0.000
,1586.672,0.835,851.00,27.709999,0.029,-0.035,1.015,-0.001,0.000,0.000
,1586.732,0.793,851.00,27.84,0.031,-0.042,1.02,0.000,0.000,0.000
,1586.822,0.793,851.00,27.59,0.06,-0.041,1.023,0.000,0.000,0.000
,1586.882,0.756,851.00,27.709999,0.047,-0.035,1.021,-0.001,-0.001,0.000
,1586.972,0.782,851.00,27.709999,0.033,-0.037,1.029,0.000,0.000,0.000
,1587.032,0.782,851.00,27.719999,0.06,-0.041,1.013,0.000,-0.001,0.000
,1587.122,0.798,851.00,27.709999,0.044,-0.046,1.021,0.000,0.000,0.000
,1587.182,0.825,851.00,27.84,0.045,-0.041,1.031,-0.001,0.000,0.000
,1587.242,0.825,851.00,27.84,0.062,-0.048,1.029,0.000,0.000,0.000
,1587.272,0.794,851.00,27.709999,0.062,-0.048,1.029,0.000,0.000,0.000
,1587.302,0.794,851.00,27.709999,0.045,-0.048,1.029,-0.002,-0.001,0.000
,1587.362,0.748,851.00,27.59,0.06,-0.037,1.015,0.000,0.000,0.000
,1587.452,0.705,851.00,27.6,0.046,-0.046,1.015,-0.001,-0.001,0.000
,1587.512,0.705,851.00,27.719999,0.06,-0.048,1.017,0.000,0.000,-0.001
,1587.602,0.67,851.00,27.719999,0.029,-0.037,1.013,0.000,0.000,0.000
,1587.662,0.699,851.00,27.84,0.044,-0.041,1.022,0.000,0.000,0.000
,1587.752,0.734,851.00,27.719999,0.044,-0.037,1.029,-0.001,0.000,0.000
,1587.812,0.734,851.00,27.719999,0.031,-0.037,1.021,0.000,0.000,-0.001
,1587.872,0.759,851.00,27.84,0.031,-0.037,1.029,0.000,0.000,0.000
,1587.902,0.759,851.00,27.719999,0.06,-0.05,1.031,0.000,0.000,0.000
,1587.932,0.793,851.00,27.719999,0.06,-0.05,1.031,0.000,0.000,0.000
,1587.992,0.793,851.00,27.84,0.045,-0.042,1.022,0.000,0.000,-0.001
,1588.052,0.747,851.00,27.84,0.031,-0.043,1.02,0.000,-0.001,0.000
,1588.112,0.747,851.00,27.84,0.06,-0.037,1.015,0.000,0.000,0.000
,1588.172,0.703,851.00,27.84,0.06,-0.041,1.02,0.000,0.000,0.000
,1588.202,0.703,851.00,27.84,0.044,-0.037,1.022,-0.001,0.000,0.000
,1588.232,0.703,851.00,27.719999,0.031,-0.041,1.015,0.000,-0.001,0.000
,1588.292,0.668,851.00,27.719999,0.06,-0.048,1.029,-0.002,-0.002,0.000
,1588.352,0.705,851.00,27.84,0.06,-0.041,1.013,0.000,0.000,0.000
,1588.382,0.705,851.00,27.719999,0.06,-0.041,1.023,0.000,0.000,0.000
,1588.412,0.705,851.00,27.719999,0.06,-0.041,1.023,0.000,0.000,0.000
,1588.472,0.739,851.00,27.719999,0.031,-0.041,1.015,0.000,0.000,0.000
,1588.562,0.774,851.00,27.719999,0.046,-0.05,1.031,0.000,0.000,0.000
,1588.622,0.774,851.00,27.719999,0.033,-0.037,1.031,0.000,0.000,-0.001
,1588.712,0.807,851.00,27.719999,0.031,-0.037,1.015,-0.002,0.001,0.000
,1588.772,0.761,851.00,27.84,0.029,-0.042,1.013,-0.001,0.000,0.000
