,Timestamp [s],Kalman speed (Original) [m/s],Pressure [hPa],Temperature [°C],Acceleration X [g],Acceleration Y [g],Acceleration Z [g],Rotation X [rad/s],Rotation Y [rad/s],Rotation Z [rad/s]
,1400.492,0.705,851.00,27.719999,0.06,-0.048,1.019,0.000,0.000,0.000
,1400.582,0.671,851.00,27.629999,0.062,-0.046,1.029,0.000,0.000,0.000
,1400.642,0.649,851.00,27.629999,0.046,-0.041,1.013,-0.001,-0.001,-0.002
,1400.702,0.622,851.00,27.73,0.06,-0.037,1.022,0.000,-0.001,0.000
,1400.732,0.622,851.00,27.719999,0.045,-0.042,1.015,-0.001,-0.002,-0.001
,1400.762,0.622,851.00,27.719999,0.045,-0.042,1.015,-0.001,-0.002,-0.001
,1400.822,0.668,851.00,27.719999,0.031,-0.037,1.029,-0.003,0.000,0.000
,1400.912,0.711,851.00,27.629999,0.031,-0.037,1.021,-0.001,0.000,0.000
,1400.972,0.711,851.00,27.629999,0.031,-0.042,1.017,0.000,0.000,-0.001
,1401.062,0.74,851.00,27.629999,0.062,-0.048,1.017,0.000,-0.003,0.000
,1401.122,0.74,851.00,27.719999,0.062,-0.048,1.018,0.000,0.000,0.000
,1401.182,0.704,851.00,27.719999,0.046,-0.042,1.029,0.000,0.000,-0.001
,1401.212,0.704,851.00,27.73,0.06,-0.041,1.02,0.000,0.000,0.000
,1401.242,0.681,851.00,27.73,0.06,-0.041,1.02,0.000,0.000,0.000
,1401.302,0.681,851.00,27.73,0.062,-0.044,1.019,-0.001,0.000,-0.001
,1401.362,0.65,851.00,27.639999,0.031,-0.046,1.017,0.000,0.000,0.000
,1401.422,0.615,851.00,27.73,0.058,-0.037,1.013,-0.001,0.000,0.000
,1401.482,0.615,851.00,27.719999,0.06,-0.05,1.022,0.000,-0.001,-0.001
,1401.512,0.654,851.00,27.719999,0.06,-0.048,1.022,0.000,0.000,-0.001
,1401.542,0.654,851.00,27.73,0.046,-0.042,1.017,-0.001,0.000,-0.001
,1401.602,0.654,851.00,27.73,0.06,-0.05,1.021,-0.001,0.000,-0.001
,1401.692,0.69,851.00,27.65,0.06,-0.048,1.015,-0.001,-0.001,0.000
,1401.752,0.718,851.00,27.65,0.06,-0.048,1.029,0.000,-0.001,0.000
,1401.812,0.757,851.00,27.65,0.06,-0.035,1.029,0.000,-0.001,0.000
,1401.842,0.757,851.00,27.65,0.046,-0.043,1.021,0.000,-0.001,0.000
,1401.872,0.757,851.00,27.74,0.06,-0.048,1.015,0.000,0.000,0.000
,1401.932,0.716,851.00,27.73,0.062,-0.042,1.029,0.000,0.000,0.000
,1402.022,0.691,851.00,27.73,0.062,-0.048,1.029,0.000,-0.001,0.000
,1402.082,0.691,851.00,27.73,0.045,-0.048,1.021,0.000,0.000,0.000
,1402.172,0.66,851.00,27.73,0.062,-0.035,1.029,0.000,0.000,0.000
,1402.232,0.703,851.00,27.65,0.058,-0.041,1.022,0.000,0.000,-0.001
,1402.322,0.703,851.00,27.74,0.031,-0.046,1.027,-0.002,-0.002,-0.001
,1402.382,0.737,851.00,27.73,0.031,-0.042,1.015,-0.001,0.000,-0.002
,1402.442,0.762,851.00,27.74,0.058,-0.048,1.029,-0.001,0.000,0.000
,1402.472,0.762,851.00,27.74,0.058,-0.048,1.022,0.000,0.000,-0.002
,1402.502,0.762,851.00,27.66,0.06,-0.043,1.029,0.000,0.000,-0.001
,1402.562,0.798,851.00,27.74,0.046,-0.037,1.015,0.000,-0.001,0.000
,1402.652,0.771,851.00,27.73,0.045,-0.041,1.029,-0.001,0.000,0.000
,1402.712,0.737,851.00,27.74,0.062,-0.042,1.021,0.000,0.000,0.000
,1402.802,0.737,851.00,27.74,0.06,-0.037,1.022,0.001,0.000,0.000
,1402.862,0.705,851.00,27.74,0.058,-0.046,1.013,0.000,0.000,0.000
,1402.922,0.666,851.00,27.66,0.062,-0.037,1.013,0.000,0.000,0.000
,1402.982,0.666,851.00,27.74,0.031,-0.041,1.015,0.000,-0.001,0.000
,1403.042,0.695,851.00,27.74,0.062,-0.042,1.015,0.000,0.000,-0.002
,1403.132,0.728,851.00,27.74,0.031,-0.042,1.027,-0.001,0.000,-0.001
,1403.192,0.728,851.00,27.74,0.046,-0.041,1.015,-0.002,0.000,-0.001
,1403.282,0.752,851.00,27.74,0.06,-0.042,1.015,-0.002,-0.001,0.000
,1403.342,0.711,851.00,27.74,0.045,-0.048,1.02,-0.001,0.000,-0.001
,1403.402,0.711,851.00,27.66,0.06,-0.048,1.027,0.000,-0.001,0.000
,1403.462,0.673,851.00,27.66,0.058,-0.046,1.027,0.000,0.000,0.000
,1403.522,0.634,851.00,27.74,0.046,-0.046,1.013,0.000,0.000,0.000
,1403.612,0.606,851.00,27.73,0.062,-0.037,1.021,0.000,0.000,0.000
,1403.672,0.606,851.00,27.66,0.046,-0.037,1.022,-0.001,0.000,0.000
,1403.762,0.649,851.00,27.74,0.046,-0.041,1.027,-0.001,0.000,0.000
,1403.822,0.682,851.00,27.74,0.044,-0.035,1.02,0.000,-0.001,0.000
,1403.942,0.709,851.00,27.74,0.046,-0.037,1.027,0.000,0.000,0.000
,1404.002,0.671,851.00,27.66,0.031,-0.041,1.015,-0.002,0.000,0.000
,1404.092,0.671,851.00,27.74,0.031,-0.039,1.029,-0.001,-0.001,0.000
,1404.152,0.649,851.00,27.65,0.033,-0.037,1.027,-0.001,-0.002,0.000
,1404.302,0.6,851.00,27.73,0.031,-0.05,1.027,0.000,0.001,-0.001
,1404.392,0.6,851.00,27.65,0.06,-0.048,1.015,-0.002,0.000,0.000
,1404.452,0.631,851.00,27.66,0.058,-0.048,1.027,0.000,0.000,0.000
,1404.542,0.658,851.00,27.66,0.044,-0.046,1.013,0.000,-0.002,0.000
,1404.602,0.658,851.00,27.83,0.058,-0.048,1.022,0.000,-0.002,0.000
,1404.662,0.691,851.00,27.74,0.031,-0.041,1.029,-0.001,0.000,0.000
,1404.692,0.691,851.00,27.73,0.046,-0.041,1.013,0.000,0.000,-0.001
,1404.722,0.653,851.00,27.73,0.046,-0.041,1.013,0.000,0.000,-0.001
,1404.782,0.653,851.00,27.66,0.062,-0.041,1.017,-0.001,-0.002,-0.001
,1404.872,0.63,851.00,27.74,0.045,-0.048,1.015,-0.002,0.000,-0.001
,1404.932,0.612,851.00,27.74,0.044,-0.048,1.022,0.000,0.000,0.000
,1405.022,0.589,851.00,27.74,0.06,-0.05,1.023,-0.002,0.000,-0.001
,1405.082,0.589,851.00,27.66,0.06,-0.037,1.021,-0.001,-0.001,0.000
,1405.172,0.627,851.00,27.66,0.029,-0.05,1.013,0.000,0.000,0.000
,1405.232,0.654,851.00,27.74,0.031,-0.037,1.022,-0.001,0.000,0.000
,1405.292,0.654,851.00,27.74,0.06,-0.037,1.023,0.000,-0.001,0.000
,1405.322,0.69,851.00,27.74,0.062,-0.042,1.029,0.000,-0.001,0.000
,1405.352,0.69,851.00,27.66,0.062,-0.042,1.029,0.000,-0.001,0.000
,1405.412,0.729,851.00,27.66,0.06,-0.042,1.02,0.000,0.000,0.001
,1405.502,0.729,851.00,27.74,0.046,-0.037,1.02,0.000,0.000,0.000
,1405.562,0.699,851.00,27.74,0.062,-0.048,1.022,0.000,0.000,0.000
,1405.652,0.67,851.00,27.74,0.031,-0.048,1.021,-0.001,-0.001,0.000
,1405.712,0.649,851.00,27.67,0.06,-0.037,1.029,-0.001,0.000,-0.001
,1405.802,0.649,851.00,27.74,0.046,-0.048,1.031,0.000,0.000,0.000
,1405.862,0.694,851.00,27.74,0.031,-0.042,1.031,0.000,0.000,-0.002
,1405.922,0.727,851.00,27.66,0.045,-0.041,1.022,0.000,-0.001,-0.001
,1405.982,0.727,851.00,27.66,0.058,-0.048,1.022,-0.001,-0.001,0.000
,1406.042,0.759,851.00,27.74,0.058,-0.042,1.015,-0.001,-0.001,0.000
,1406.132,0.784,851.00,27.75,0.06,-0.048,1.013,0.000,-0.001,0.000
,1406.192,0.784,851.00,27.74,0.046,-0.048,1.031,0.000,-0.001,0.000
,1406.282,0.759,851.00,27.67,0.046,-0.035,1.029,0.000,0.000,0.000
,1406.342,0.733,851.00,27.74,0.031,-0.037,1.013,-0.001,0.000,0.000
,1406.402,0.709,851.00,27.75,0.045,-0.04,1.029,0.000,0.000,0.000
,1406.432,0.709,851.00,27.75,0.046,-0.041,1.029,0.000,0.000,0.000
,1406.462,0.709,851.00,27.74,0.045,-0.046,1.029,-0.001,0.000,0.000
,1406.522,0.75,851.00,27.75,0.062,-0.037,1.022,0.000,0.000,0.000
,1406.612,0.781,851.00,27.74,0.062,-0.048,1.015,0.000,0.000,-0.003
,1406.672,0.781,851.00,27.67,0.06,-0.048,1.029,-0.001,0.000,0.000
,1406.762,0.817,851.00,27.74,0.031,-0.041,1.027,-0.001,0.000,0.000
,1406.822,0.851,851.00,27.67,0.06,-0.037,1.029,0.000,0.000,0.000
,1406.882,0.851,851.00,27.75,0.045,-0.043,1.027,0.000,0.000,0.000
,1406.912,0.851,851.00,27.75,0.046,-0.037,1.02,0.000,-0.001,-0.001
,1407.002,0.813,851.00,27.67,0.046,-0.042,1.011,0.000,-0.003,0.000
,1407.062,0.767,851.00,27.67,0.046,-0.041,1.021,0.000,0.000,0.000
,1407.122,0.734,851.00,27.75,0.031,-0.041,1.022,0.000,0.000,0.000
,1407.182,0.734,851.00,27.74,0.043,-0.04,1.02,0.000,0.000,0.000
,1407.212,0.702,851.00,27.74,0.043,-0.04,1.02,0.000,0.000,0.000
,1407.242,0.702,851.00,27.75,0.06,-0.048,1.015,-0.001,-0.001,0.000
,1407.302,0.702,851.00,27.67,0.045,-0.05,1.017,-0.001,0.000,0.000
,1407.392,0.73,851.00,27.75,0.062,-0.042,1.029,0.000,0.000,0.000
,1407.452,0.768,851.00,27.74,0.031,-0.048,1.031,0.000,-0.003,0.000
,1407.512,0.788,851.00,27.74,0.045,-0.035,1.013,0.000,0.001,-0.001
,1407.542,0.788,851.00,27.74,0.062,-0.048,1.029,0.000,0.000,-0.001
,1407.572,0.788,851.00,27.66,0.045,-0.037,1.022,0.000,-0.001,0.000
,1407.632,0.753,851.00,27.66,0.06,-0.037,1.022,-0.001,-0.001,0.000
,1407.722,0.725,851.00,27.74,0.029,-0.048,1.027,-0.002,0.000,-0.001
,1407.782,0.725,851.00,27.75,0.045,-0.043,1.022,0.000,-0.001,0.000
,1407.872,0.695,851.00,27.75,0.044,-0.037,1.021,0.000,-0.001,0.000
,1407.932,0.665,851.00,27.74,0.044,-0.041,1.013,0.000,0.000,0.000
,1408.022,0.691,851.00,27.66,0.062,-0.042,1.013,0.000,0.000,0.000
,1408.082,0.691,851.00,27.66,0.06,-0.042,1.021,0.000,0.000,0.000
,1408.142,0.732,851.00,27.74,0.031,-0.042,1.029,0.000,0.000,0.000
,1408.172,0.732,851.00,27.74,0.031,-0.042,1.029,0.000,0.000,0.000
,1408.202,0.732,851.00,27.74,0.031,-0.046,1.029,0.000,0.000,0.000
,1408.262,0.769,851.00,27.74,0.046,-0.046,1.022,-0.001,0.000,0.000
,1408.352,0.729,851.00,27.73,0.056,-0.042,1.013,0.000,-0.001,0.000
,1408.412,0.691,851.00,27.74,0.06,-0.037,1.015,0.000,0.000,-0.001
,1408.502,0.655,851.00,27.639999,0.044,-0.041,1.015,-0.002,0.000,0.000
,1408.562,0.655,851.00,27.74,0.045,-0.048,1.022,0.000,0.000,-0.002
,1408.622,0.633,851.00,27.74,0.045,-0.037,1.02,0.000,0.000,0.000
,1408.682,0.633,851.00,27.639999,0.044,-0.05,1.021,0.000,0.000,0.000
,1408.742,0.668,851.00,27.74,0.045,-0.048,1.013,-0.001,0.000,0.000
,1408.832,0.697,851.00,27.65,0.046,-0.048,1.022,0.000,0.000,0.000
,1408.892,0.697,851.00,27.74,0.062,-0.048,1.027,-0.001,0.000,0.000
,1408.982,0.734,851.00,27.73,0.06,-0.041,1.029,-0.001,0.000,0.000
,1409.042,0.709,851.00,27.65,0.062,-0.035,1.029,0.000,0.000,0.000
,1409.132,0.678,851.00,27.74,0.06,-0.037,1.02,0.000,0.000,0.001
,1409.192,0.678,851.00,27.73,0.06,-0.041,1.029,-0.001,0.000,0.000
,1409.282,0.651,851.00,27.74,0.06,-0.048,1.022,0.000,-0.001,-0.002
,1409.342,0.626,851.00,27.74,0.031,-0.037,1.022,-0.001,-0.002,0.000
,1409.402,0.626,851.00,27.65,0.031,-0.042,1.022,-0.001,-0.002,0.000
,1409.432,0.663,851.00,27.75,0.045,-0.046,1.013,-0.001,-0.002,0.000
,1409.462,0.663,851.00,27.75,0.045,-0.046,1.013,0.000,0.000,0.000
,1409.522,0.705,851.00,27.65,0.06,-0.041,1.029,0.000,0.000,0.000
,1409.582,0.705,851.00,27.74,0.06,-0.048,1.021,-0.001,0.000,0.000
,1409.642,0.737,851.00,27.74,0.058,-0.041,1.013,0.000,0.000,0.000
,1409.702,0.761,851.00,27.74,0.06,-0.037,1.015,0.000,0.000,0.000
,1409.732,0.761,851.00,27.75,0.06,-0.037,1.029,0.000,0.000,0.000
,1409.762,0.761,851.00,27.74,0.06,-0.037,1.029,0.000,0.000,0.000
,1409.882,0.719,851.00,27.74,0.045,-0.042,1.015,0.000,0.000,0.000
,1409.912,0.681,851.00,27.74,0.044,-0.042,1.029,-0.001,0.000,0.000
,1409.942,0.681,851.00,27.74,0.044,-0.042,1.029,-0.001,0.000,0.000
,1410.002,0.661,851.00,27.74,0.046,-0.042,1.031,0.000,0.000,-0.001
,1410.092,0.661,851.00,27.74,0.031,-0.035,1.015,-0.001,-0.001,0.000
,1410.152,0.688,851.00,27.73,0.062,-0.037,1.031,0.000,-0.001,-0.001
,1410.242,0.73,851.00,27.629999,0.031,-0.037,1.015,-0.001,0.000,0.000
,1410.302,0.73,851.00,27.629999,0.045,-0.037,1.022,0.000,0.000,0.000
,1410.362,0.76,851.00,27.84,0.044,-0.046,1.021,0.000,0.000,0.000
,1410.392,0.76,851.00,27.73,0.06,-0.041,1.029,0.000,0.000,-0.001
,1410.422,0.795,851.00,27.73,0.06,-0.041,1.029,0.000,0.000,-0.001
,1410.482,0.795,851.00,27.620001,0.062,-0.046,1.027,-0.001,0.000,0.000
,1410.572,0.765,851.00,27.73,0.06,-0.037,1.021,-0.001,0.000,0.000
,1410.632,0.737,851.00,27.73,0.06,-0.041,1.02,-0.001,0.000,0.000
,1410.692,0.737,851.00,27.629999,0.047,-0.048,1.022,0.000,-0.001,0.000
,1410.752,0.706,851.00,27.74,0.031,-0.043,1.015,-0.002,0.000,-0.002
,1410.812,0.67,850.0,27.629999,0.06,-0.041,1.015,-0.001,-0.002,0.000
,1410.842,0.67,850.0,27.629999,0.06,-0.046,1.027,0.000,0.000,0.000
,1410.872,0.67,851.00,27.73,0.031,-0.048,1.015,-0.001,0.000,0.000
,1410.932,0.697,850.0,27.73,0.062,-0.046,1.029,0.000,-0.001,0.000
,1410.992,0.697,850.0,27.73,0.046,-0.041,1.029,0.000,0.000,-0.003
,1411.022,0.81,850.0,27.73,0.062,-0.05,1.029,0.000,0.000,0.000
,1411.052,0.81,850.0,27.629999,0.062,-0.05,1.029,0.000,0.000,0.000
,1411.112,0.91,850.0,27.73,0.031,-0.037,1.015,0.000,0.000,0.000
,1411.202,0.948,850.0,27.73,0.06,-0.037,1.029,-0.001,0.000,0.000
,1411.262,0.948,850.0,27.73,0.031,-0.037,1.029,0.000,0.000,-0.002
,1411.352,0.975,850.0,27.74,0.045,-0.046,1.021,0.000,0.000,0.000
,1411.412,1,850.0,27.73,0.031,-0.037,1.013,0.000,-0.002,0.000
,1411.502,1,850.0,27.74,0.031,-0.041,1.027,-0.001,-0.002,-0.003
,1411.562,1.029,850.0,27.73,0.058,-0.039,1.021,0.000,-0.001,0.000
,1411.622,1.107,850.0,27.73,0.048,-0.048,1.015,0.000,0.000,0.000
,1411.652,1.107,850.0,27.73,0.062,-0.046,1.029,0.000,0.000,0.000
,1411.682,1.107,850.0,27.73,0.06,-0.04,1.029,0.000,0.000,0.000
,1411.742,1.176,851.00,27.74,0.033,-0.037,1.022,0.000,-0.001,-0.002
,1411.832,1.184,851.00,27.719999,0.033,-0.042,1.022,0.000,0.000,0.000
,1411.892,1.184,851.00,27.73,0.029,-0.043,1.029,-0.002,0.000,0.000
,1411.982,1.128,851.00,27.620001,0.031,-0.042,1.02,0.000,0.000,-0.002
,1412.042,1.066,851.00,27.719999,0.031,-0.042,1.02,0.000,0.000,-0.002
,1412.132,1.007,851.00,27.629999,0.06,-0.043,1.024,0.000,0.000,0.000
,1412.192,1.007,851.00,27.84,0.047,-0.048,1.029,0.000,0.000,0.000
,1412.252,0.959,851.00,27.620001,0.033,-0.041,1.027,0.000,0.000,-0.002
,1412.312,0.969,851.00,27.73,0.058,-0.048,1.029,0.000,0.000,0.000
,1412.372,0.969,851.00,27.73,0.044,-0.037,1.022,0.000,0.000,0.000
,1412.462,0.978,851.00,27.620001,0.031,-0.037,1.022,-0.002,0.000,0.000
,1412.522,0.986,851.00,27.620001,0.031,-0.037,1.027,-0.001,0.000,0.000
,1412.612,0.986,851.00,27.73,0.064,-0.05,1.015,0.000,0.000,0.000
,1412.672,0.924,851.00,27.73,0.033,-0.037,1.031,0.000,0.000,0.000
,1412.822,0.829,851.00,27.620001,0.046,-0.042,1.022,-0.001,0.000,-0.002
,1412.882,0.829,851.00,27.73,0.058,-0.041,1.022,0.000,0.000,0.000
,1412.912,0.782,851.00,27.73,0.058,-0.041,1.022,0.000,0.000,0.000
,1412.942,0.782,851.00,27.620001,0.045,-0.042,1.027,0.000,0.000,0.000
,1413.002,0.795,851.00,27.73,0.031,-0.042,1.017,0.000,0.000,-0.001
,1413.092,0.795,851.00,27.629999,0.031,-0.042,1.029,-0.001,0.000,-0.001
,1413.152,0.819,851.00,27.73,0.058,-0.037,1.022,-0.002,0.000,0.000
,1413.242,0.833,851.00,27.73,0.06,-0.046,1.023,0.000,0.000,-0.001
,1413.302,0.847,851.00,27.73,0.044,-0.035,1.022,0.000,0.000,-0.001
,1413.362,0.847,851.00,27.73,0.029,-0.041,1.029,0.000,0.000,0.000
,1413.392,0.805,851.00,27.73,0.029,-0.041,1.029,-0.001,0.000,0.000
,1413.422,0.805,851.00,27.639999,0.031,-0.037,1.013,0.000,0.000,0.000
,1413.482,0.805,851.00,27.629999,0.06,-0.046,1.031,0.000,0.000,-0.001
,1413.572,0.768,851.00,27.65,0.06,-0.042,1.017,-0.002,-0.001,0.000
,1413.632,0.719,851.00,27.74,0.046,-0.037,1.013,0.000,0.000,0.001
,1413.722,0.733,851.00,27.74,0.06,-0.041,1.013,0.000,0.000,0.000
,1413.782,0.733,851.00,27.74,0.045,-0.043,1.017,0.000,0.000,-0.002
,1413.872,0.748,851.00,27.74,0.044,-0.037,1.023,-0.003,0.000,0.001
,1413.932,0.775,851.00,27.66,0.031,-0.041,1.031,0.000,0.000,0.000
,1413.992,0.775,851.00,27.74,0.044,-0.037,1.015,-0.001,0.000,-0.003
,1414.022,0.785,851.00,27.74,0.044,-0.037,1.015,-0.001,0.000,-0.003
,1414.052,0.785,851.00,27.74,0.033,-0.037,1.015,0.000,0.000,0.000
,1414.112,0.732,851.00,27.66,0.044,-0.041,1.015,-0.002,0.000,0.000
,1414.202,0.69,851.00,27.66,0.06,-0.048,1.023,0.000,0.000,0.000
,1414.262,0.69,851.00,27.74,0.062,-0.041,1.015,-0.001,0.000,0.000
,1414.352,0.649,851.00,27.74,0.062,-0.05,1.021,0.000,0.000,0.000
,1414.412,0.61,851.00,27.75,0.031,-0.042,1.021,0.000,-0.001,0.000
,1414.502,0.629,851.00,27.66,0.06,-0.035,1.015,0.000,-0.001,0.000
,1414.532,0.629,851.00,27.66,0.045,-0.042,1.013,0.000,0.000,0.000
,1414.592,0.661,851.00,27.74,0.06,-0.046,1.029,0.000,0.000,0.000
,1414.682,0.661,851.00,27.75,0.058,-0.037,1.015,0.000,0.000,0.000
,1414.742,0.677,851.00,27.66,0.031,-0.048,1.021,0.000,0.000,0.000
,1414.802,0.677,851.00,27.84,0.062,-0.037,1.013,-0.001,0.000,0.000
,1414.862,0.64,851.00,27.75,0.06,-0.041,1.021,-0.003,0.000,0.000
,1414.922,0.596,851.00,27.66,0.044,-0.037,1.015,-0.001,0.000,0.000
,1414.952,0.596,851.00,27.66,0.06,-0.042,1.022,0.000,0.000,-0.003
,1414.982,0.596,851.00,27.74,0.06,-0.042,1.022,0.000,0.000,-0.003
,1415.042,0.569,851.00,27.84,0.045,-0.037,1.023,-0.001,0.000,0.000
,1415.102,0.569,851.00,27.75,0.06,-0.052,1.027,-0.001,-0.001,0.000
,1415.132,0.542,851.00,27.84,0.031,-0.037,1.021,0.000,-0.001,0.000
,1415.162,0.542,851.00,27.84,0.031,-0.037,1.021,0.000,0.000,0.000
,1415.222,0.574,851.00,27.66,0.06,-0.041,1.022,0.000,0.000,0.000
,1415.312,0.603,851.00,27.66,0.045,-0.037,1.022,0.000,0.000,0.000
,1415.372,0.603,851.00,27.75,0.045,-0.04,1.017,0.000,-0.002,0.000
,1415.462,0.626,851.00,27.66,0.046,-0.041,1.027,0.000,0.000,0.000
,1415.522,0.593,851.00,27.75,0.062,-0.041,1.029,0.000,0.000,-0.002
,1415.612,0.566,851.00,27.75,0.031,-0.048,1.027,0.000,0.000,0.000
,1415.672,0.566,851.00,27.75,0.06,-0.046,1.031,0.000,-0.001,0.000
,1415.732,0.546,851.00,27.75,0.045,-0.048,1.029,-0.002,-0.001,0.000
,1415.762,0.546,851.00,27.66,0.044,-0.037,1.029,-0.001,0.000,-0.001
,1415.792,0.525,851.00,27.67,0.044,-0.037,1.029,-0.001,0.000,-0.001
,1415.852,0.525,851.00,27.66,0.045,-0.037,1.021,0.000,0.000,0.000
,1415.942,0.559,851.00,27.67,0.046,-0.041,1.027,0.000,0.000,0.000
,1416.002,0.559,851.00,27.75,0.06,-0.05,1.031,-0.001,0.000,-0.001
,1416.092,0.597,851.00,27.75,0.058,-0.048,1.031,0.000,-0.002,0.000
,1416.152,0.637,851.00,27.76,0.029,-0.037,1.015,0.000,0.000,0.000
,1416.212,0.606,851.00,27.67,0.06,-0.041,1.022,0.000,-0.001,0.000
,1416.242,0.606,851.00,27.67,0.045,-0.042,1.021,-0.002,-0.001,-0.002
,1416.272,0.606,851.00,27.75,0.045,-0.042,1.021,-0.002,-0.001,-0.002
,1416.332,0.584,851.00,27.66,0.062,-0.037,1.02,-0.001,0.000,0.000
,1416.422,0.566,851.00,27.76,0.045,-0.035,1.031,0.000,0.000,0.000
,1416.482,0.566,851.00,27.75,0.06,-0.037,1.017,-0.001,0.002,-0.005
,1416.572,0.536,851.00,27.67,0.06,-0.037,1.017,0.000,-0.001,0.000
,1416.632,0.568,851.00,27.75,0.062,-0.041,1.023,0.000,0.000,0.000
,1416.722,0.604,851.00,27.76,0.062,-0.048,1.031,-0.001,0.000,-0.001
,1416.782,0.604,851.00,27.76,0.06,-0.048,1.029,0.000,-0.001,0.000
,1416.842,0.644,851.00,27.76,0.044,-0.048,1.02,0.000,0.000,0.000
,1416.872,0.644,851.00,27.76,0.031,-0.048,1.022,0.000,-0.002,0.000
,1416.902,0.676,851.00,27.67,0.031,-0.048,1.022,0.000,-0.002,0.000
,1416.962,0.676,851.00,27.67,0.06,-0.046,1.031,0.000,0.000,0.000
,1417.022,0.653,851.00,27.75,0.046,-0.046,1.027,-0.001,0.000,0.000
,1417.082,0.653,851.00,27.76,0.045,-0.048,1.021,0.000,-0.001,0.000
,1417.142,0.623,851.00,27.76,0.031,-0.042,1.029,-0.001,0.000,0.000
,1417.172,0.623,851.00,27.76,0.031,-0.041,1.019,0.000,0.000,0.000
,1417.202,0.623,851.00,27.76,0.045,-0.041,1.023,0.000,0.000,-0.001
,1417.262,0.592,851.00,27.67,0.06,-0.046,1.027,0.000,0.000,0.000
,1417.352,0.635,851.00,27.75,0.033,-0.048,1.029,0.000,-0.002,0.000
,1417.412,0.677,851.00,27.76,0.031,-0.05,1.031,-0.002,0.000,-0.001
,1417.472,0.677,851.00,27.76,0.06,-0.041,1.015,0.000,-0.001,-0.001
,1417.532,0.707,851.00,27.76,0.06,-0.037,1.021,-0.001,0.000,0.000
,1417.592,0.707,851.00,27.76,0.06,-0.042,1.015,0.000,0.000,0.000
,1417.682,0.729,851.00,27.84,0.062,-0.042,1.013,0.000,0.000,0.000
,1417.742,0.687,851.00,27.76,0.045,-0.037,1.029,0.000,0.000,0.000
,1417.832,0.66,851.00,27.68,0.06,-0.046,1.013,0.000,-0.001,0.000
,1417.892,0.66,851.00,27.76,0.06,-0.042,1.022,0.000,-0.001,0.004
,1417.982,0.63,851.00,27.85,0.046,-0.041,1.021,-0.001,0.000,0.000
,1418.042,0.601,851.00,27.76,0.06,-0.037,1.027,0.000,0.000,0.000
,1418.102,0.644,851.00,27.76,0.046,-0.037,1.029,0.000,0.000,0.000
,1418.132,0.644,851.00,27.76,0.045,-0.035,1.029,0.000,0.000,0.000
,1418.162,0.644,851.00,27.76,0.044,-0.04,1.015,0.000,0.000,-0.001
,1418.222,0.671,851.00,27.76,0.062,-0.037,1.015,-0.002,0.000,0.000
,1418.312,0.694,851.00,27.76,0.045,-0.035,1.013,-0.001,0.000,-0.001
,1418.372,0.694,851.00,27.76,0.031,-0.042,1.029,-0.003,0.000,0.000
,1418.462,0.669,851.00,27.76,0.031,-0.037,1.029,0.000,0.000,-0.002
,1418.522,0.639,851.00,27.84,0.06,-0.037,1.022,-0.001,0.000,0.000
,1418.582,0.639,851.00,27.76,0.045,-0.037,1.029,-0.001,0.000,0.000
,1418.612,0.618,851.00,27.76,0.045,-0.037,1.029,-0.001,0.000,0.000
,1418.642,0.618,851.00,27.76,0.06,-0.048,1.029,0.000,-0.001,0.000
,1418.702,0.618,851.00,27.76,0.046,-0.048,1.021,0.000,-0.001,0.000
,1418.792,0.591,851.00,27.76,0.058,-0.037,1.022,0.000,-0.001,0.000
,1418.852,0.628,851.00,27.85,0.044,-0.048,1.022,0.000,-0.001,0.000
,1418.942,0.662,851.00,27.76,0.06,-0.04,1.015,0.000,0.000,0.000
,1419.002,0.695,851.00,27.76,0.06,-0.042,1.022,-0.001,0.000,0.000
,1419.062,0.695,851.00,27.77,0.031,-0.046,1.029,-0.001,-0.001,0.000
,1419.122,0.665,851.00,27.85,0.06,-0.046,1.033,-0.001,0.000,0.000
,1419.182,0.665,851.00,27.76,0.044,-0.04,1.023,0.000,0.000,-0.001
,1419.272,0.638,851.00,27.77,0.031,-0.037,1.017,0.000,0.000,0.000
,1419.332,0.606,851.00,27.77,0.031,-0.042,1.029,0.000,0.000,0.000
,1419.422,0.577,851.00,27.77,0.031,-0.048,1.02,0.000,0.000,0.000
,1419.482,0.577,851.00,27.76,0.045,-0.048,1.031,0.000,0.000,0.000
,1419.572,0.624,851.00,27.85,0.046,-0.037,1.027,0.000,0.000,0.000
,1419.632,0.665,851.00,27.76,0.06,-0.041,1.021,0.000,-0.001,0.000
,1419.692,0.665,851.00,27.77,0.044,-0.041,1.023,0.000,0.000,-0.001
,1419.722,0.699,851.00,27.85,0.044,-0.041,1.023,0.000,0.000,-0.001
,1419.752,0.699,851.00,27.85,0.029,-0.037,1.015,0.000,-0.001,0.000
,1419.812,0.677,851.00,27.77,0.058,-0.046,1.029,0.000,0.000,0.001
,1419.902,0.677,851.00,27.77,0.046,-0.048,1.022,-0.001,-0.001,0.000
,1419.962,0.65,851.00,27.77,0.06,-0.046,1.029,0.000,-0.001,0.000
,1420.052,0.631,851.00,27.77,0.046,-0.048,1.029,0.000,0.000,-0.001
,1420.112,0.601,851.00,27.77,0.06,-0.048,1.017,-0.001,0.000,0.000
,1420.172,0.601,851.00,27.77,0.06,-0.037,1.029,0.000,0.000,0.000
